state,downstream_hazard_potential,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,11 ft,260.0,32,1900,34.115,-80.9833,-1,-1,-1,-1
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,20 ft,960.0,68,1938,34.0483,-80.9583,1988,-1,-1,-1
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,20 ft,230.0,21,1900,34.0367,-80.955,-1,-1,-1,-1
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,20 ft,297.0,25,1955,34.04,-80.9517,-1,-1,-1,-1
CA,H,2/4/2021,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,L,RE,ST,N,24 ft,210.0,30,1910,40.4786,-124.108,-1,-1,-1,Yes
MD,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MI,H,5/19/2020,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,PG,CH,Y,57 ft,15000.0,1100,1925,44.0411,-84.3419,-1,-1,-1,Yes
NJ,S,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,PGRE,I,N,18 ft,-1.0,69,-1,39.4876,-75.2584,-1,-1,-1,-1
MS,L,3/12/2015,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,NR,14 ft,75.0,0,1970,34.625,-89.875,-1,-1,-1,-1
MS,L,7/1/2015,Structural Stability,Slope Stability,-1,-1,-1,P,RE,R,NR,14 ft,75.0,0,1970,34.625,-89.875,-1,-1,-1,-1
WI,-1,11/1/2023,Hydrologic/Flooding,Erosion,-1,-1,No,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
MO,H,4/30/2011,Structural Stability,Sliding,-1,-1,No,P,RE,R,Y,45 ft,1300.0,61,1944,37.2544,-90.6352,-1,-1,-1,-1
VA,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,L,1/1/2014,Other,Animal Activity,Debris Clogging,-1,-1,S,RE,F,-1,-1,-1.0,0,-1,41.3808,-79.5348,-1,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,PGRE,R,Y,16 ft,-1.0,83,1931,40.3528,-74.085,-1,-1,-1,-1
NH,S,6/28/2023,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,R,N,20 ft,21.0,4,1969,43.7322,-71.3225,-1,-1,1 Day,No
NJ,L,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,R,-1,9 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CA,-1,6/1/1925,Seismic,Other,-1,-1,No,-1,HF,-1,-1,25 ft,92.0,0,1917,0.0,0.0,-1,-1,-1,Yes
NH,L,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,CNPG,HC,NR,17 ft,960.0,210,1906,44.4042,-71.1157,1990,-1,-1,-1
WI,L,10/25/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,L,PGRE,R,Y,13 ft,600.0,117,1936,44.4262,-90.3693,-1,-1,-1,-1
MD,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,H,9/1/2014,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,S,RE,R,Y,25 ft,855.0,59,1962,40.68,-82.04,-1,-1,-1,-1
MN,L,4/11/2022,Seepage/Internal Erosion,Erosion,Excessive/Increased Seepage,Piping,No,L,OT,C,NR,14 ft,132.0,0,1965,44.4619,-94.1772,2019,-1,-1,No
WA,-1,5/1/1971,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NH,S,7/1/2022,Deterioration or Poor Condition,Gate/Valve Failure,-1,-1,-1,L,RE,R,NR,9 ft,29.0,3,1935,42.8227,-72.1869,-1,-1,1 day,-1
NH,S,7/18/2021,Hydrologic/Flooding,High Reservoir Level,Overtopping,Insufficient Spillway Capacity,-1,L,RE,R,NR,9 ft,29.0,3,1935,42.8227,-72.1869,-1,-1,1 day,-1
KY,S,5/8/2023,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,R,NR,15 ft,100.0,10,1950,38.1065,-85.7334,-1,-1,-1,Yes
NC,S,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,REPGCN,R,N,13 ft,538.0,0,-1,35.802,-77.949,-1,-1,1 day,-1
MO,H,5/1/2017,Seepage/Internal Erosion,Excessive/Increased Seepage,Erosion,-1,No,P,RE,T,Y,80 ft,4900.0,118,1981,38.1893,-90.7567,-1,-1,2 weeks,No
DE,H,7/6/2017,Deterioration or Poor Condition,Gate/Valve Failure,Insufficient Spillway Capacity,-1,No,S,PGRE,R,Y,18 ft,591.0,39,1945,39.438,-75.6934,-1,-1,-1,Yes
DE,H,7/27/2022,Seepage/Internal Erosion,Piping,Sinkhole,Excessive/Increased Seepage,Yes,S,PGRE,R,Y,18 ft,591.0,39,1945,39.438,-75.6934,-1,-1,-1,No
KY,S,4/7/2015,Structural Stability,Foundation Deficiency,-1,-1,No,P,RE,R,NR,15 ft,91.4,10,1950,38.105,-85.7333,-1,-1,-1,No
OH,H,3/17/2017,Deterioration or Poor Condition,Spillway Chute Failure,Piping,-1,-1,L,RE,R,N,19 ft,82.5,4,-1,40.805,-81.5083,-1,-1,6 days,Yes
CO,H,9/14/2013,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,P,RE,IR,Y,52 ft,2186.0,124,1892,40.0675,-105.218,-1,-1,-1,-1
CO,H,5/27/2015,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,L,RE,RI,Y,40 ft,220.0,15,1900,39.6567,-104.944,1901,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,24 ft,25.0,3,1952,41.3133,-74.1653,-1,-1,-1,-1
KY,S,2/25/2018,Deterioration or Poor Condition,Erosion,-1,-1,-1,P,RE,O,NR,18 ft,260.0,13,1890,37.4785,-87.4925,-1,-1,-1,Yes
NJ,L,5/23/2011,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,RE,R,-1,21 ft,-1.0,0,1930,0.0,0.0,-1,12:00 AM,-1,-1
MI,H,5/19/2020,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,PGRE,CH,Y,36 ft,9000.0,500,1925,43.9586,-84.3361,-1,-1,-1,Yes
TX,S,8/31/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,P,RE,-1,N,16 ft,70.0,55,1950,31.0061,-93.708,-1,-1,-1,-1
NC,L,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,NR,10 ft,77.0,0,-1,34.863,-78.73,-1,-1,1 day,-1
NC,L,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,-1,NR,10 ft,73.0,0,-1,35.224,-78.815,-1,-1,1 day,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,26 ft,62.4,25,-1,34.0667,-79.3458,-1,-1,-1,-1
NH,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,CN,R,Y,17 ft,40.8,5,1976,43.95,-71.5047,-1,-1,-1,-1
MD,-1,9/8/2011,Unknown,Spillway Chute Failure,-1,-1,Yes,-1,RE,-1,-1,13 ft,10.0,0,-1,39.3108,-76.7248,-1,-1,-1,-1
NE,L,5/1/2019,Deterioration or Poor Condition,Other,High Reservoir Level,-1,No,P,RE,P,NR,16 ft,132.0,18,1950,42.7245,-103.3,-1,-1,-1,No
UT,H,12/21/2010,Hydrologic/Flooding,Slope Stability,-1,-1,Yes,P,RE,I,Y,91 ft,2250.0,0,1988,37.1472,-112.985,-1,12:00 AM,-1,-1
PA,H,01/01/1889,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,R,-1,72 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MN,L,6/14/2014,Hydrologic/Flooding,Overtopping,-1,-1,No,S,PG,R,NR,24 ft,235.0,19,1940,43.7145,-96.1779,1940,Between 9 pm and midnight,<12 hours,Yes
VT,S,7/10/2023,Hydrologic/Flooding,Unknown,-1,-1,No,P,MSREST,R,NR,16 ft,45.0,6,1875,44.4153,-72.4222,-1,-1,-1,No
MS,L,1/3/2020,Manmade Action,Erosion Of Spillway Chute,-1,-1,N,P,RE,R,NR,25 ft,720.0,0,1969,31.4606,-91.2627,-1,-1,-1,Y
NE,L,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,H,-1,11 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CT,-1,3/6/1963,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,10/29/2012,Hydrologic/Flooding,Overtopping,-1,-1,Yes,S,RE,R,Y,35 ft,2372.0,106,1966,40.2039,-76.3075,-1,-1,-1,-1
NE,S,3/14/2019,Other,Overtopping,Other,-1,No,U,RE,H,NR,45 ft,16487.0,864,1927,42.8088,-98.6566,-1,5:15 AM,-1,Yes
OH,L,12/20/2019,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,Yes,S,RE,R,Y,15 ft,258.0,30,1960,41.115,-82.0858,-1,-1,-1,No
VA,L,8/1/2018,Manmade Action,Accident Or Misoperation,-1,-1,No,P,RE,R,N,35 ft,270.0,5,-1,38.3785,-77.7805,-1,-1,-1,-1
VA,L,11/12/2020,Structural Stability,Excessive/Increased Seepage,Erosion,Reservoir overfilling,-1,P,RE,R,N,35 ft,270.0,5,-1,38.3785,-77.7805,-1,-1,-1,Yes
VA,U,11/30/2020,Deterioration or Poor Condition,Excessive/Increased Seepage,Spillway pipe failure,-1,-1,X,-1,-1,NR,30 ft,165.7,13,-1,38.2208,-77.6859,-1,-1,-1,Yes
VA,U,12/7/2019,Deterioration or Poor Condition,Spillway Pipe Failure,Excessive/Increased Seepage,Erosion,-1,X,-1,-1,NR,30 ft,165.7,13,-1,38.2208,-77.6859,-1,-1,-1,Yes
MS,L,1/1/2012,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,NR,26 ft,480.0,93,1971,30.5933,-88.6933,-1,-1,-1,-1
TX,H,4/1/1982,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,Y,23 ft,255.0,14,1952,30.4049,-95.3824,-1,-1,-1,-1
OH,L,4/6/2019,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,Piping,No,P,RE,R,N,29 ft,63.3,5,1969,39.6486,-83.8289,-1,-1,-1,No
TX,H,5/2/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Unknown,P,RE,R,Y,24 ft,575.0,0,1965,30.6724,-95.5594,2011,-1,-1,Yes
TX,S,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,IR,N,23 ft,230.0,15,1920,32.4298,-95.301,-1,-1,-1,-1
TX,H,6/13/1973,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,23 ft,255.0,14,1952,30.4049,-95.3824,-1,-1,-1,-1
TX,H,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,P,RE,R,Y,23 ft,255.0,14,1952,30.4049,-95.3824,-1,-1,-1,-1
SC,L,9/16/2018,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,RE,R,NR,16 ft,145.0,16,1958,34.4582,-79.8616,-1,-1,-1,-1
TX,H,10/9/1992,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,Y,23 ft,255.0,14,1952,30.4049,-95.3824,-1,-1,-1,-1
PA,L,7/1/2013,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,-1,6 ft,-1.0,0,-1,41.1154,-79.5148,-1,2:00:00 PM,-1,-1
VA,H,5/20/2020,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,26 ft,80.0,5,-1,37.2564,-80.02,-1,-1,-1,Yes
TN,L,5/2/2010,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,-1,-1,-1,-1.0,0,1969,0.0,0.0,2012,-1,-1,-1
SC,H,3/1/2018,Deterioration or Poor Condition,Spillway Pipe Failure,Piping,Sinkhole,No,P,RE,R,Y,19 ft,233.0,32,1954,34.0748,-80.9526,-1,-1,-1,-1
NV,L,8/6/2022,Hydrologic/Flooding,Spillway Deficiency,Overtopping,-1,No,P,RE,I,NR,12 ft,21.5,5,-1,38.8497,-115.66,-1,-1,-1,No
MD,S,4/18/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,Y,18 ft,64.0,8,1968,39.3417,-77.2245,1968,-1,1 year,No
MD,S,9/23/2003,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,Y,18 ft,64.0,8,1968,39.3417,-77.2245,1968,-1,-1,-1
CA,H,3/12/1928,Structural Stability,Foundation Deficiency,-1,-1,No,-1,-1,S,N,205 ft,38000.0,0,1926,0.0,0.0,-1,-1,-1,Yes
NE,U,1/1/2011,Unknown,Unknown,-1,-1,-1,P,-1,C,NR,18 ft,64.0,2,1960,40.609,-96.9949,-1,-1,-1,No
NJ,L,8/27/2011,Hydrologic/Flooding,Piping,-1,-1,No,-1,CN,R,-1,9 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,4/1/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,P,RE,O,Y,18 ft,183.0,19,1928,40.4656,-81.1153,-1,-1,1day,Yes
CO,H,5/22/2015,Unknown,High Reservoir Level,-1,-1,Yes,U,CNVA,SHR,Y,299 ft,10600.0,98,1982,39.4327,-105.126,-1,-1,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,N,7 ft,64.0,14,1875,34.1767,-79.13,-1,-1,1 Day,No
WI,L,2/6/2021,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,L,PGRE,CR,Y,19 ft,430.0,54,1937,44.5548,-91.3923,-1,-1,1 day,Yes
PA,L,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,NR,11 ft,123.0,3,1948,41.4767,-76.3767,-1,-1,1 DAY,No
UT,L,4/29/2019,Seepage/Internal Erosion,Excessive/Increased Seepage,Abutment Failure,-1,No,P,RE,C,NR,23 ft,137.0,0,1913,39.9757,-111.813,-1,-1,2 days,Yes
NY,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,OT,R,Y,28 ft,264.0,16,1914,42.2464,-73.6481,-1,-1,-1,-1
CA,-1,4/4/2010,Seismic,Sinkhole,-1,-1,-1,-1,RE,R,-1,-1,-1.0,0,-1,33.0,-116.0,-1,-1,-1,-1
PA,L,4/27/2011,Unknown,Overtopping,-1,-1,-1,S,STMS,F,-1,11 ft,-1.0,0,-1,40.1611,-76.1457,-1,-1,1 DAY,No
OH,L,4/1/2021,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,L,RE,R,N,10 ft,350.0,63,-1,41.2981,-81.3153,-1,-1,2-3 days,No
TN,L,5/2/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,-1,NR,28 ft,295.0,21,1969,35.7169,-88.6619,-1,-1,-1,-1
CO,L,9/12/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,12:00 AM,-1,-1
NJ,H,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,L,PGRE,R,Y,20 ft,-1.0,94,1927,39.4468,-75.2353,-1,-1,-1,-1
NJ,S,8/14/2011,Hydrologic/Flooding,Spillway Pipe Failure,Erosion,-1,Yes,P,PGRE,R,Y,8 ft,-1.0,50,1950,39.6349,-74.9644,-1,-1,-1,-1
TX,S,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,P,RE,R,Y,25 ft,960.0,45,1951,30.6464,-95.5798,2005,-1,-1,-1
NJ,H,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,L,PGRE,R,Y,11 ft,-1.0,103,1949,39.4319,-75.2371,-1,-1,-1,-1
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,11 ft,234.0,45,1949,33.9667,-80.9117,-1,-1,-1,-1
TX,S,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,13 ft,210.0,41,1915,30.7031,-94.4475,2000,-1,-1,-1
ND,S,4/3/2019,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,L,RE,C,Y,28 ft,1615.5,29,1960,46.9834,-97.3911,-1,-1,1 week,No
NJ,H,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,MS,R,Y,15 ft,-1.0,51,1914,41.0078,-74.5179,-1,-1,-1,-1
CA,H,3/30/2023,Other,Landslide,-1,-1,No,L,RE,S,Y,86 ft,107.0,4,1931,38.0765,-122.227,-1,1:00 AM,-1,Yes
WI,L,4/17/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,Y,7 ft,580.0,47,1964,45.3947,-91.9486,-1,-1,-1,-1
CA,-1,1/27/1916,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CA,H,1/30/1916,Hydrologic/Flooding,Overtopping,-1,-1,-1,U,PG,ST,Y,112 ft,27689.0,936,1888,32.6921,-117.008,-1,-1,-1,-1
VA,H,8/15/2020,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,RS,Y,44 ft,50590.0,1660,-1,37.4177,-77.648,-1,-1,-1,Yes
MT,-1,6/8/1964,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,H,1/12/2018,Seepage/Internal Erosion,Piping,Vegetation,-1,Yes,L,RE,S,Y,39 ft,629.0,38,1876,40.1764,-84.2633,-1,-1,3 days,No
NY,-1,1/1/1979,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ND,S,9/21/2019,Hydrologic/Flooding,High Reservoir Level,Erosion,-1,No,L,RE,S,Y,27 ft,3790.8,105,1908,47.4845,-99.3967,1936,-1,-1,No
TX,L,12/30/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,SR,NR,10 ft,76.0,15,1915,33.4661,-94.4452,-1,-1,-1,-1
OH,S,4/1/2016,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,O,Y,31 ft,52.2,4,1945,39.3639,-84.5808,-1,-1,1 day,Yes
NE,L,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,I,NR,10 ft,170.0,1,1939,41.7947,-99.4603,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,CPO,NR,17 ft,129.0,7,1977,31.886,-97.04,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,42 ft,2016.0,44,1979,31.8033,-96.9583,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,LP,RE,CP,NR,28 ft,1528.0,37,1964,31.7426,-96.9988,-1,-1,-1,-1
CO,L,5/12/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,F,RE,R,Y,85 ft,1782.0,183,1908,38.4367,-104.812,1988,-1,-1,-1
ID,-1,6/5/1976,Unknown,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,5/10/2012,Seepage/Internal Erosion,Piping,-1,-1,Yes,-1,RE,C,N,22 ft,68.0,0,1975,41.17,-81.46,-1,12:00 AM,-1,-1
MN,H,6/20/2012,Unknown,Under Investigation,-1,-1,Yes,X,PG,HR,Y,23 ft,4352.0,375,1907,46.665,-92.4067,-1,-1,-1,-1
WI,L,4/18/2019,Hydrologic/Flooding,Spillway Deficiency,Erosion,Debris Clogging,No,P,PGRE,HR,N,16 ft,250.0,61,1886,44.9868,-91.4184,1913,-1,1 day,No
MD,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ND,S,3/13/2015,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,-1,L,RE,R,Y,36 ft,3080.0,166,1936,47.8045,-98.3943,1941,-1,-1,-1
TX,H,4/7/1900,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,CNPG,IHSR,Y,85 ft,115404.0,1830,1939,30.2941,-97.7864,2005,-1,-1,-1
TX,H,9/1/1915,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,CNPG,IHSR,Y,85 ft,115404.0,1830,1939,30.2941,-97.7864,2005,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Sinkhole,-1,-1,No,L,PGRE,R,Y,11 ft,-1.0,10,-1,39.8656,-74.8948,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,9 ft,73.0,15,1958,33.6967,-80.53,-1,-1,-1,-1
TX,-1,12/28/2018,Unknown,Spillway Deficiency,-1,-1,-1,-1,RE,-1,-1,15 ft,42.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,H,1/29/2016,Structural Stability,Slope Stability,-1,-1,-1,S,RE,R,Y,47 ft,12925.0,565,1974,34.2367,-88.895,-1,-1,-1,-1
MS,H,2/1/2016,Seepage/Internal Erosion,Piping,-1,-1,-1,S,RE,R,Y,47 ft,12925.0,565,1974,34.2367,-88.895,-1,-1,-1,-1
DE,H,12/25/2023,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,-1,S,PGRE,R,Y,14 ft,4343.0,94,1938,38.5278,-75.4824,-1,-1,-1,-1
MO,H,7/22/2015,Deterioration or Poor Condition,Animal Activity,Excessive/Increased Seepage,-1,No,P,RE,R,NR,20 ft,1314.0,105,1963,40.0798,-93.5887,-1,-1,-1,No
MS,L,3/10/2016,Structural Stability,Slope Stability,-1,-1,-1,P,RE,R,NR,19 ft,267.0,0,-1,31.0572,-89.3397,-1,-1,-1,-1
DE,S,9/30/2016,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Overtopping,-1,No,S,REPG,R,N,12 ft,665.0,38,-1,38.5258,-75.5117,-1,18:00,1 day,Yes
PA,H,1/25/2018,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,Yes,L,MSPG,S,Y,40 ft,696.0,41,1907,40.3306,-79.0894,-1,-1,-1,-1
CO,H,9/13/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,P,RE,I,Y,29 ft,882.0,56,1899,39.8254,-105.197,-1,-1,-1,-1
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,8 ft,518.0,0,-1,35.155,-77.734,9999,-1,1 day,-1
MO,H,4/30/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,35 ft,988.0,50,1977,37.1409,-90.2424,-1,-1,-1,-1
OH,H,7/8/2021,Seepage/Internal Erosion,Other,-1,-1,No,S,RE,R,Y,26 ft,1740.0,83,1956,41.0117,-81.515,-1,-1,1 day,No
CA,S,8/3/2014,Unknown,Under Investigation,-1,-1,-1,P,MV,RS,NR,36 ft,143.0,12,1928,38.0291,-120.244,-1,-1,-1,-1
CA,S,12/23/2021,Other,Abutment Failure,-1,-1,No,P,MV,RS,N,36 ft,143.0,12,1928,38.0291,-120.244,-1,-1,-1,Yes
NV,L,2/8/2017,Hydrologic/Flooding,Overtopping,Reservoir Overfilling,-1,No,P,RE,CIP,NR,47 ft,8700.0,100,-1,41.53,-114.363,-1,-1,-1,Yes
TX,S,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,S,NR,10 ft,125.0,25,1915,30.7147,-94.4514,-1,-1,-1,-1
TX,L,5/30/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,21 ft,121.0,13,1948,29.7787,-99.0667,-1,-1,-1,-1
CO,H,4/30/2015,Seepage/Internal Erosion,Piping,-1,-1,-1,S,RE,RF,Y,106 ft,40654.0,1182,1908,37.6359,-102.538,-1,-1,-1,-1
CO,H,8/8/2013,Hydrologic/Flooding,Insufficient Spillway Capacity,-1,-1,Yes,S,RE,RF,Y,106 ft,40654.0,1182,1908,37.6359,-102.538,-1,-1,-1,-1
OH,H,2/20/2019,Structural Stability,Slope Stability,-1,-1,Yes,S,RE,R,Y,29 ft,4078.0,176,1961,38.9222,-82.3533,-1,-1,-1,No
TX,-1,9/12/1963,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NM,-1,10/13/1980,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,17 ft,96.0,17,1940,33.9683,-80.8967,1994,-1,-1,-1
WI,-1,1/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Sinkhole,-1,-1,No,P,RE,R,N,13 ft,73.0,4,-1,39.8528,-74.9102,-1,-1,-1,-1
NM,-1,7/1/1979,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT,-1,1/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,TC,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,L,8/30/2012,Unknown,Unknown,-1,-1,-1,-1,RE,-1,-1,15 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TN,-1,3/28/1902,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,7/1/1916,Unknown,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,8/9/1916,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,8/9/1916,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,8/9/1916,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
