state,downstream_hazard_potential,incident_type,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,fatalities_number,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,other_infrastructure_impacts,economic_damages_in,response,volume_released_at_failure_ac_ft,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
OH,L,Non-Failure,4/1/2021,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,-1,-1,-1,-1,-1,-1,Sent staff several times. Owner was able to draw the water level down and eventually replace the spillway.,-1,L,RE,R,N,10 ft,350.0,63,-1,41.2981,-81.3153,-1,-1,2-3 days,No
TN,L,Non-Failure,5/2/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,-1,NR,28 ft,295.0,21,1969,35.7169,-88.6619,-1,-1,-1,-1
CO,L,Failure,9/12/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,12:00 AM,-1,-1
NJ,H,Non-Failure,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,50,-1,0,Roads,-1,-1,0,L,PGRE,R,Y,20 ft,-1.0,94,1927,39.4468,-75.2353,-1,-1,-1,-1
NJ,S,Non-Failure,8/14/2011,Hydrologic/Flooding,Spillway Pipe Failure,Erosion,-1,Yes,-1,0,-1,0,Unknown,Unknown,-1,-1,P,PGRE,R,Y,8 ft,-1.0,50,1950,39.6349,-74.9644,-1,-1,-1,-1
TX,S,Non-Failure,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,25 ft,960.0,45,1951,30.6464,-95.5798,2005,-1,-1,-1
NJ,H,Failure,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,50,-1,-1,Unknown,Unknown,-1,417,L,PGRE,R,Y,11 ft,-1.0,103,1949,39.4319,-75.2371,-1,-1,-1,-1
SC,S,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,11 ft,234.0,45,1949,33.9667,-80.9117,-1,-1,-1,-1
TX,S,Non-Failure,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,13 ft,210.0,41,1915,30.7031,-94.4475,2000,-1,-1,-1
ND,S,Non-Failure,4/3/2019,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,-1,0,0,0,-1,-1,-1,-1,L,RE,C,Y,28 ft,1615.5,29,1960,46.9834,-97.3911,-1,-1,1 week,No
NJ,H,Non-Failure,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,Unknown,unknown,-1,-1,P,MS,R,Y,15 ft,-1.0,51,1914,41.0078,-74.5179,-1,-1,-1,-1
CA,H,Non-Failure,3/30/2023,Other,Landslide,-1,-1,No,0,0,0,0,-1,-1,Reservoir was drained via the owner's sanitary sewer system because the outlet was not functional.,-1,L,RE,S,Y,86 ft,107.0,4,1931,38.0765,-122.227,-1,1:00 AM,-1,Yes
WI,L,Failure,4/17/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,Roads,"$1 to $100,000",-1,-1,S,RE,R,Y,7 ft,580.0,47,1964,45.3947,-91.9486,-1,-1,-1,-1
CA,-1,Failure,1/27/1916,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CA,H,Failure,1/30/1916,Hydrologic/Flooding,Overtopping,-1,-1,-1,8,-1,-1,-1,Railroads,$1 million to $5 million,-1,-1,U,PG,ST,Y,112 ft,27689.0,936,1888,32.6921,-117.008,-1,-1,-1,-1
VA,H,Non-Failure,8/15/2020,Hydrologic/Flooding,Overtopping,-1,-1,-1,unknown,Unknown,Unknown,-1,-1,-1,-1,-1,L,RE,RS,Y,44 ft,50590.0,1660,-1,37.4177,-77.648,-1,-1,-1,Yes
MT,-1,Failure,6/8/1964,Unknown,Unknown,-1,-1,No,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,H,Non-Failure,1/12/2018,Seepage/Internal Erosion,Piping,Vegetation,-1,Yes,0,0,0,0,-1,-1,The Ohio Dam Safety Program (ODSP) was contacted by the dam owner. They started monitoring the seepage and opened the lake drain.,-1,L,RE,S,Y,39 ft,629.0,38,1876,40.1764,-84.2633,-1,-1,3 days,No
NY,-1,Failure,1/1/1979,Unknown,Unknown,-1,-1,No,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ND,S,Non-Failure,9/21/2019,Hydrologic/Flooding,High Reservoir Level,Erosion,-1,No,-1,0,0,0,Roads,-1,-1,-1,L,RE,S,Y,27 ft,3790.8,105,1908,47.4845,-99.3967,1936,-1,-1,No
TX,L,Failure,12/30/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,0,-1,none,-1,-1,L,RE,SR,NR,10 ft,76.0,15,1915,33.4661,-94.4452,-1,-1,-1,-1
OH,S,Non-Failure,4/1/2016,Seepage/Internal Erosion,Piping,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,O,Y,31 ft,52.2,4,1945,39.3639,-84.5808,-1,-1,1 day,Yes
NE,L,Failure,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,170,-1,RE,I,NR,10 ft,170.0,1,1939,41.7947,-99.4603,-1,-1,-1,-1
TX,L,Non-Failure,10/25/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CPO,NR,17 ft,129.0,7,1977,31.886,-97.04,-1,-1,-1,-1
TX,L,Non-Failure,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,C,NR,42 ft,2016.0,44,1979,31.8033,-96.9583,-1,-1,-1,-1
TX,L,Non-Failure,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LP,RE,CP,NR,28 ft,1528.0,37,1964,31.7426,-96.9988,-1,-1,-1,-1
CO,L,Non-Failure,5/12/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,F,RE,R,Y,85 ft,1782.0,183,1908,38.4367,-104.812,1988,-1,-1,-1
ID,-1,Failure,6/5/1976,Unknown,Unknown,-1,-1,Yes,11,-1,-1,-1,-1,over $100 million,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,Failure,5/10/2012,Seepage/Internal Erosion,Piping,-1,-1,Yes,-1,0,-1,0,Water/sewer lines,-1,-1,30,-1,RE,C,N,22 ft,68.0,0,1975,41.17,-81.46,-1,12:00 AM,-1,-1
MN,H,Failure,6/20/2012,Unknown,Under Investigation,-1,-1,Yes,-1,160,-1,-1,Roads,-1,-1,-1,X,PG,HR,Y,23 ft,4352.0,375,1907,46.665,-92.4067,-1,-1,-1,-1
WI,L,Non-Failure,4/18/2019,Hydrologic/Flooding,Spillway Deficiency,Erosion,Debris Clogging,No,0,0,0,0,Other,Unknown,Dam safety staff notified by local enforcement and DNR conservation warden.  Contacted owner to monitor and further activate EAP if needed.,-1,P,PGRE,HR,N,16 ft,250.0,61,1886,44.9868,-91.4184,1913,-1,1 day,No
MD,-1,Failure,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ND,S,Non-Failure,3/13/2015,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,L,RE,R,Y,36 ft,3080.0,166,1936,47.8045,-98.3943,1941,-1,-1,-1
TX,H,Non-Failure,4/7/1900,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,CNPG,IHSR,Y,85 ft,115404.0,1830,1939,30.2941,-97.7864,2005,-1,-1,-1
TX,H,Non-Failure,9/1/1915,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,CNPG,IHSR,Y,85 ft,115404.0,1830,1939,30.2941,-97.7864,2005,-1,-1,-1
NJ,S,Non-Failure,8/27/2011,Hydrologic/Flooding,Sinkhole,-1,-1,No,-1,0,-1,-1,Roads,-1,-1,0,L,PGRE,R,Y,11 ft,-1.0,10,-1,39.8656,-74.8948,-1,-1,-1,-1
SC,L,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,9 ft,73.0,15,1958,33.6967,-80.53,-1,-1,-1,-1
TX,-1,Non-Failure,12/28/2018,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,15 ft,42.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,H,Non-Failure,1/29/2016,Structural Stability,Slope Stability,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,S,RE,R,Y,47 ft,12925.0,565,1974,34.2367,-88.895,-1,-1,-1,-1
MS,H,Non-Failure,2/1/2016,Seepage/Internal Erosion,Piping,-1,-1,-1,0,-1,0,0,Roads,-1,-1,0,S,RE,R,Y,47 ft,12925.0,565,1974,34.2367,-88.895,-1,-1,-1,-1
DE,H,Non-Failure,12/25/2023,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,-1,-1,-1,-1,-1,-1,-1,The water level in the pond has been lowered and the low level outlet is being used to pass flows.  An emergency design to repair the spillway is being done.,-1,S,PGRE,R,Y,14 ft,4343.0,94,1938,38.5278,-75.4824,-1,-1,-1,-1
MO,H,Non-Failure,7/22/2015,Deterioration or Poor Condition,Animal Activity,Excessive/Increased Seepage,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,NR,20 ft,1314.0,105,1963,40.0798,-93.5887,-1,-1,-1,No
MS,L,Non-Failure,3/10/2016,Structural Stability,Slope Stability,-1,-1,-1,0,-1,0,-1,Roads,-1,-1,0,P,RE,R,NR,19 ft,267.0,0,-1,31.0572,-89.3397,-1,-1,-1,-1
DE,S,Non-Failure,9/30/2016,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Overtopping,-1,No,0,0,0,0,Roads,"$1 to $100,000",-1,-1,S,REPG,R,N,12 ft,665.0,38,-1,38.5258,-75.5117,-1,18:00,1 day,Yes
PA,H,Non-Failure,1/25/2018,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,Yes,0,0,0,0,-1,-1,"DRAWDOWN OF RESERVOIR, APPROX. 1 FOOT/DAY.  REPAIR MEASURES IN PLANNING.",-1,L,MSPG,S,Y,40 ft,696.0,41,1907,40.3306,-79.0894,-1,-1,-1,-1
CO,H,Non-Failure,9/13/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,I,Y,29 ft,882.0,56,1899,39.8254,-105.197,-1,-1,-1,-1
NC,H,Failure,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,$1 million to $5 million,-1,-1,P,RE,R,N,8 ft,518.0,0,-1,35.155,-77.734,9999,-1,1 day,-1
MO,H,Non-Failure,4/30/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,R,N,35 ft,988.0,50,1977,37.1409,-90.2424,-1,-1,-1,-1
OH,H,Non-Failure,7/8/2021,Seepage/Internal Erosion,Other,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,R,Y,26 ft,1740.0,83,1956,41.0117,-81.515,-1,-1,1 day,No
CA,S,Non-Failure,8/3/2014,Unknown,Under Investigation,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,P,MV,RS,NR,36 ft,143.0,12,1928,38.0291,-120.244,-1,-1,-1,-1
CA,S,Non-Failure,12/23/2021,Other,Abutment Failure,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,MV,RS,N,36 ft,143.0,12,1928,38.0291,-120.244,-1,-1,-1,Yes
NV,L,Failure,2/8/2017,Hydrologic/Flooding,Overtopping,Reservoir Overfilling,-1,No,0,Unknown,Unknown,Unknown,"Roads, Railroads",Unknown,-1,8700,P,RE,CIP,NR,47 ft,8700.0,100,-1,41.53,-114.363,-1,-1,-1,Yes
TX,S,Non-Failure,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,10 ft,125.0,25,1915,30.7147,-94.4514,-1,-1,-1,-1
TX,L,Non-Failure,5/30/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,21 ft,121.0,13,1948,29.7787,-99.0667,-1,-1,-1,-1
CO,H,Non-Failure,4/30/2015,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,RF,Y,106 ft,40654.0,1182,1908,37.6359,-102.538,-1,-1,-1,-1
CO,H,Non-Failure,8/8/2013,Hydrologic/Flooding,Insufficient Spillway Capacity,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,RF,Y,106 ft,40654.0,1182,1908,37.6359,-102.538,-1,-1,-1,-1
OH,H,Non-Failure,2/20/2019,Structural Stability,Slope Stability,-1,-1,Yes,0,-1,-1,-1,-1,-1,-1,-1,S,RE,R,Y,29 ft,4078.0,176,1961,38.9222,-82.3533,-1,-1,-1,No
TX,-1,Failure,9/12/1963,Unknown,Unknown,-1,-1,No,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NM,-1,Failure,10/13/1980,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SC,H,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,17 ft,96.0,17,1940,33.9683,-80.8967,1994,-1,-1,-1
WI,-1,Failure,1/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NJ,S,Non-Failure,8/27/2011,Hydrologic/Flooding,Sinkhole,-1,-1,No,-1,0,-1,-1,Unknown,Unknown,-1,-1,P,RE,R,N,13 ft,73.0,4,-1,39.8528,-74.9102,-1,-1,-1,-1
NM,-1,Failure,7/1/1979,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT,-1,Failure,1/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,TC,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,L,Failure,8/30/2012,Unknown,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,15 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TN,-1,Failure,3/28/1902,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,Failure,7/1/1916,Unknown,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,Failure,8/9/1916,Unknown,Unknown,-1,-1,No,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,Failure,8/9/1916,Unknown,Spillway Deficiency,-1,-1,No,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WV,-1,Failure,8/9/1916,Unknown,Spillway Deficiency,-1,-1,No,44,-1,-1,-1,-1,"$500,000 to $1 million",-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
IA,L,Non-Failure,3/1/2019,Deterioration or Poor Condition,Spillway Erosion/Head Cutting,Accident or Misoperation,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,PC,NR,60 ft,194.0,8,1967,42.0612,-95.8452,-1,-1,-1,-1
TX,H,Non-Failure,5/26/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CP,Y,21 ft,615.6,11,1959,30.4906,-97.5402,-1,-1,-1,-1
TX,S,Non-Failure,1/4/2019,Structural Stability,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CP,N,35 ft,1728.0,36,1975,30.5774,-97.4827,-1,-1,-1,-1
NY,L,Non-Failure,8/28/2011,Hydrologic/Flooding,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,-1,O,N,7 ft,55.0,11,1920,42.235,-76.3428,-1,-1,-1,-1
CO,L,Non-Failure,9/23/2013,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,H,Non-Failure,8/27/2013,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,R,Y,98 ft,7125.0,155,1967,39.27,-108.846,1969,-1,-1,-1
PA,H,Non-Failure,05/20/1894,Hydrologic/Flooding,Overtopping,Erosion,-1,No,0,0,-1,-1,-1,-1,DAM WAS REPAIRED AFTER THE FLOOD AND REMAINED IN SERVICE.,0,L,RE,S,Y,45 ft,212.0,12,1887,40.4969,-78.4789,-1,-1,1 DAY,Yes
IN,-1,Failure,6/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NE,L,Failure,6/5/2015,Seepage/Internal Erosion,Spillway Pipe Failure,Piping,-1,No,0,0,0,0,Roads,"$100,000 to $500,000",-1,40,L,RE,O,NR,23 ft,91.0,6,1960,40.5814,-96.6754,-1,8:00 AM,-1,No
OH,H,Non-Failure,4/18/2018,Seepage/Internal Erosion,Piping,Spillway Pipe Failure,-1,No,0,0,0,0,-1,-1,ODSP staff directed the dam owner to lower the water level. Started by pumping and then was able to remove a portion of the spillway riser. Dam currently under design.,-1,L,RE,R,Y,30 ft,155.0,11,1852,41.4831,-81.5606,-1,-1,-1,No
OH,H,Non-Failure,6/26/2019,Seepage/Internal Erosion,Sinkhole,Piping,Other,No,0,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,30 ft,155.0,11,1852,41.4831,-81.5606,-1,-1,-1,No
OH,H,Non-Failure,7/29/2021,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,-1,-1,-1,-1,-1,-1,Sent staff to observe sinkhole. Dam was already drained from previous incidents. Directed owner to partially breach dam until dam can be brought into full compliance.,-1,L,RE,R,Y,30 ft,155.0,11,1852,41.4831,-81.5606,-1,-1,2-3 days,No
NY,L,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,N,40 ft,80.0,5,1912,41.2289,-74.3608,-1,-1,-1,-1
CO,L,Non-Failure,11/1/2012,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,119 ft,429.0,12,1976,39.8394,-106.094,1997,-1,-1,-1
NY,-1,Failure,9/13/1902,Structural Stability,Slope Stability,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,Non-Failure,5/8/2019,Structural Stability,Abutment Failure,Landslide,-1,No,0,-1,-1,-1,-1,-1,-1,-1,S,RE,R,Y,23 ft,903.0,55,1939,41.1339,-83.6444,-1,-1,-1,No
TX,L,Non-Failure,12/29/2015,Structural Stability,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,NR,36 ft,2050.0,0,1949,32.5483,-95.5883,-1,-1,-1,-1
MT,-1,Failure,3/26/1951,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,H,Non-Failure,10/13/2009,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,20 ft,56.0,7,1930,32.7392,-95.4779,-1,-1,-1,-1
TX,H,Non-Failure,12/21/1969,Structural Stability,Cracking,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,HRO,Y,76 ft,32324.0,1350,1963,29.2461,-98.3645,-1,-1,-1,-1
CO,L,Non-Failure,9/14/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,RFC,NR,24 ft,240.0,20,1967,39.9733,-105.249,-1,-1,-1,-1
NH,S,Non-Failure,7/29/2021,Hydrologic/Flooding,High Reservoir Level,Overtopping,Insufficient Spillway Capacity,Unknown,-1,Unknown,Unknown,Unknown,Roads,Unknown,-1,-1,L,CN,R,Y,31 ft,72.0,6,1925,43.1536,-72.3488,-1,-1,2 days,Unknown
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,S,CNPG,HN,Y,30 ft,27400.0,1050,1913,42.8048,-73.8455,1990,-1,-1,-1
MD,S,Non-Failure,9/1/2021,Hydrologic/Flooding,Debris Clogging,Insufficient Spillway Capacity,Overtopping,Yes,0,Unknown,1,0,-1,Unknown,Emergency pumping and partial removal of riser to clear blockage,-1,P,RE,C,Y,10 ft,48.0,0,1961,39.675,-77.723,-1,4:51 PM,-1,Yes
NE,L,Failure,3/1/2019,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,Roads,"$100,000 to $500,000",-1,109,L,RE,CO,NR,20 ft,109.9,2,1958,42.5963,-98.3165,-1,-1,-1,No
TX,H,Non-Failure,10/10/1961,Structural Stability,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,F,RE,SRC,Y,140 ft,969000.0,7270,1965,31.6,-97.2167,-1,-1,-1,-1
WY,L,Failure,3/20/2019,Hydrologic/Flooding,High Reservoir Level,Reservoir Overfilling,Insufficient Spillway Capacity,No,0,0,0,1,Roads,"$1 to $100,000",-1,144,P,RE,I,NR,30 ft,331.0,30,1946,43.4542,-106.746,-1,-1,1 day,No
OH,S,Non-Failure,7/1/2015,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,O,N,14 ft,118.57,16,-1,38.9328,-84.0086,-1,-1,1 day,Yes
SC,H,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,25 ft,280.0,8,1950,34.1167,-80.8467,-1,-1,-1,-1
MI,L,Failure,4/13/2012,Malfunction of Equipment/Gate,Gate/Valve Failure,Sinkhole,-1,No,-1,0,-1,0,-1,none,-1,280,-1,RE,R,NR,17 ft,850.0,41,1965,43.7167,-84.9917,-1,-1,-1,-1
FL,L,Failure,9/13/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,PR,N,22 ft,850.0,0,1965,30.77,-81.97,-1,-1,-1,-1
AZ,H,Failure,01/01/1890,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,ER,-1,-1,110 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NE,L,Failure,7/9/2019,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,"$1 to $100,000",-1,78,P,RE,I,NR,19 ft,78.6,7,1944,40.7174,-99.2459,-1,-1,-1,No
IL,S,Failure,6/26/2011,Unknown,Under Investigation,-1,-1,No,-1,0,-1,0,Roads,-1,-1,15,L,RE,R,N,22 ft,153.0,18,-1,38.2083,-89.0417,-1,12:00 AM,-1,-1
WA,H,Non-Failure,2/28/2014,Unknown,Under Investigation,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,U,PGERCN,HCR,Y,206 ft,796000.0,14590,1965,46.8731,-119.97,-1,-1,-1,-1
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,L,MS,HPNR,Y,20 ft,700.0,100,1872,41.6006,-73.92,1992,-1,-1,-1
SC,L,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,11 ft,198.0,12,1970,33.5667,-80.2867,-1,-1,-1,-1
WI,L,Failure,5/20/2021,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,Yes,0,0,0,0,-1,"$1 to $100,000",Owner notified downstream neighbor immediately.,30,P,PGRE,R,N,25 ft,100.0,6,1974,42.9096,-89.9476,-1,-1,1 day,Yes
NV,H,Non-Failure,6/16/2018,Seepage/Internal Erosion,Piping,-1,-1,Yes,0,0,0,0,Roads,Unknown,-1,-1,P,MSPG,IR,Y,12 ft,400.0,45,-1,39.33,-119.801,-1,8:00 AM,5 Days,No
IA,L,Non-Failure,5/29/2019,Deterioration or Poor Condition,Sinkhole,Spillway Pipe Failure,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,P,NR,40 ft,97.0,4,1966,41.6748,-93.7419,-1,-1,-1,-1
IA,L,Non-Failure,5/29/2019,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,P,NR,40 ft,97.0,4,1966,41.6748,-93.7419,-1,-1,-1,-1
OH,L,Non-Failure,1/23/2023,Deterioration or Poor Condition,Spillway Pipe Failure,Debris Clogging,Erosion,No,-1,0,0,0,-1,-1,Siphoned the water level down. Dam owner is looking into breaching the dam.,-1,S,RE,R,Y,19 ft,51.0,6,-1,38.94,-82.5425,-1,-1,1 day,Yes
NY,S,Non-Failure,10/31/2019,Hydrologic/Flooding,Overtopping,Debris Clogging,Insufficient Spillway Capacity,No,0,0,0,0,"Roads, Water/sewer lines",$1 million to $5 million,-1,-1,L,MS,S,Y,10 ft,7.0,3,1917,42.9283,-75.3383,-1,20:00,1 day,Yes
