dam_name,incident_id,incident_description,named_hydrologic_event,additional_remarks_or_updates,nid_number,river_name,regulatory_agency_ies,information_sources,attachments
TEHUACANA CREEK WS SCS SITE 8 DAM,TX04118-2911,SPILLWAY DAMAGE,-1,-1,TX04118,MOOSE CREEK,TCEQ,-1,-1
TELLER,CO00902-3019,Restricted dam with reservoir nearing spillway level.  Started Spilling 5/20.,-1,EAP Level 1 activation. USACE modeling additional rainfall-runoff scenario's to establish criteria for EAP level escalation,CO00902,TURKEY CREEK,DWR,CO DWR,-1
TETON,ID00000-132,-1,-1,Fatalities: 11 -,ID00000,-1,USBR,-1,-1
THE MEADOWS DAM,OH00935-1785,Piping along spillway conduit caused breach of dam,-1,-1,OH00935,TRIBUTARY TO MUD BROOK,DEPARTMENT OF NATURAL RESOURCES,-1,-1
THOMSON DAM NO 5-1/2,MN00604-1861,The right embankment of the headrace canal (called Forbay Lake)  leading to the hydro plant failed.,-1,"Hydropower plant no longer able to be fed water, MN Highway 210 failed",MN00604,ST LOUIS RIVER,-1,-1,-1
TILDEN,WI00341-3417,"Years ago, owner constructed a 2-3 ft high concrete section on top of spillway w/o state approval. Concrete section failed plus erosion of right abument.",-1,Partial failure caused flooding and damaged structures in a downstream campground.,WI00341,DUNCAN CREEK,WIDNR,WI Dam Safety,-1
TODD LAKES,MD00000-155,-1,-1,Spillway  collapsed after 30+ years of service.,MD00000,-1,-1,-1,-1
TOLNA DAM NO. 1,ND00027-2609,Caused by water flowing under the spillway and causing erosion under the spillway,-1,"This is an old dam built in the 1930s and it has a history of problems with seepage under the spillway.   No evacuations were necessary, but ND Highway 15, immediately downstream of the dam, was closed overnight as a precaution.  The dam did not fail completely, and is currently being repaired.",ND00027,TOLNA COULEE,NDSWC,-1,-1
TOM MILLER DAM,TX01086-2841,OVERTOPPED,-1,-1,TX01086,COLORADO RIVER,TCEQ,TX DEQ,-1
TOM MILLER DAM,TX01086-2840,OVERTOPPED,-1,-1,TX01086,COLORADO RIVER,TCEQ,TX DEQ,-1
TOMLINSON MILL DAM,NJ00627-1186,Sinkhole developed along outlet culvert,Irene,local roadway (embankment) temporarily closed,NJ00627,BARTON RUN,NJDEP,-1,-1
TOUCHBERRY LOWER POND DAM,SC01450-3043,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC01450,-1,SCDHEC,SC DHEC,-1
TOWSON DAM,TX09733-3296,SPILLWAY DAMAGE,-1,-1,TX09733,-1,-1,TCEQ,-1
TRACE STATE PARK DAM,MS02804-2950,-1,-1,-1,MS02804,-1,MS Dept. of Environmental Quality,MS DEQ,-1
TRACE STATE PARK DAM,MS02804-2951,-1,-1,-1,MS02804,-1,MS Dept. of Environmental Quality,MS DEQ,-1
TRAP POND DAM,DE00017-3533,Spillway slab failure on 12/25/23. The water level in the pond has been lowered and the low level outlet is being used to pass flows.  An emergency design to repair the spillway is being done.,-1,-1,DE00017,HITCH POND BRANCH,DNREC,DE Dam Safety,-1
TRENTON LOWER LAKE DAM,MO10366-2611,Seepage due to animal burrows,-1,In about 3 days the seepage had gone from no flow to 5 gpm to 20 gpm. A cut-off trench filled with clay/bentonite worked completely shutting off the seepage.,MO10366,TR MUDDY CREEK,NONE,MO DNR,Y
TRUMAN ROBERTS NUMBER 1 DAM,MS03096-2953,-1,-1,-1,MS03096,-1,MS Dept. of Environmental Quality,MS DEQ,-1
TRUSSAMS POND DAM,DE00019-2861,An extreme rainfall event resulted in excessive flow over the spillway which caused erosion behind and partial failure of the training walls.  This also caused embankment erosion on left and right side of the downstream bridge.,-1,"EAP procedures were followed but it was not ""officially"" activated",DE00019,JAMES BRANCH,DNREC,Dam is located at a State Park. DelDOT and State Park staff were on site during the incident.,-1
TUBMILL,PA00488-3211,LARGE SEEPS AND SEVERAL SMALLER SEEPS ON DOWNSTREAM FACE OF MASONRY DAM.,-1,-1,PA00488,TUBMILL CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
TUCKER LAKE - SOUTH DAM,CO01181-2082,Arvada Police report of reservoir approaching capacity - Colorado Flooding of 9-13,-1,-1,CO01181,RALSTON CREEK-OS,DWR,-1,-1
TULL MILLPOND DAM,NC00948-2981,dam overtopped at multiple locations and breached between spillways.,Matthew,-1,NC00948,SOUTHWEST CREEK,NCDENR,NCDEQ,-1
TURNER'S DREAM LAKE DAM,MO31108-1387,Headcut erosion/Overtopping,-1,"The dam has a small diameter drop inlet spillway that controls the lake level and open channels at both ends of the dam. One of these channels had experienced headcut erosion to the point where the erosion scarp was only about 20 feet from the reservoir.  In an apparent attempt to divert water into the other channel, he built a berm through the channel in question. Apparently the berm overtopped and failed, letting water once again flow through the channel and continue head cutting. At some point, it appears that the reservoir overtopped the dam crest slightly but no visible damage was seen on the embankments.",MO31108,TR-BARNES CREEK,NONE,-1,-1
TUSCARAWAS RIVER DIVERSION DAM,OH00485-3453,Cloudy flow from drain under RCC overtopping protection,-1,Cloudy flow was found to be iron ochre. Owner cleaned out and cameraed toe drain.,OH00485,TUSCARAWAS RIVER,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
TWAIN HARTE,CA00649-2160,"The dam was built on solid granite.  Very hard solid rock.  On 8/3 the massive right abutment rock, exfoliated. This created a new seepage path which resulted in 50 gpm additional seepage.  Previous to this there was only wet spots and no active seepage.",-1,"We immediately drew down the reservoir to make a detailed inspection and as a precautionary measure.  The situation is now stable and no dam safety threat.  We will complete detailed analysis of the dam and abutment to figure out next steps.  I think we will conclude the dam wasn¿t in danger, but we will see.",CA00649,TR SULLIVAN CR,Division of Safety of Dams,-1,Y
TWAIN HARTE,CA00649-3424,"Reports of a single loud popping sound heard at the dam site. Potential new occurrence of rock exfoliation of the dam's abutments and foundation. Two dam inspections were conducted from which no signs of recent movement or distress of the dam, abutments, or foundation were observed.  Also no new signs of rock exfoliation in the abutments and foundation.  Reviewed of our files and recent survey data",-1,-1,CA00649,UNNAMED CREEK,"DWR, SAFETY OF DAMS",CA DSOD,-1
TWENTY-THREE MILE DAM,NV00110-3099,rain on snow event that cause widespread flooding of a 680 square mile watershed.  Flood overwhelmed the reservoir and spillway.  Reservoir was also iced over prior to flood event.,-1,currently under litigation,NV00110,THOUSAND SPRINGS CREEK,NEVADA DWR,-1,-1
TWIN LAKES DAM,TX03766-2751,OVERTOPPING,-1,-1,TX03766,MANGUS BRANCH,TCEQ,TX DEQ,-1
TWIN LAKES DAM NO 1,TX02914-2904,"OVERTOPPED, DID NOT BREACH EXTENSIVE SLOPE DAMAGE",-1,-1,TX02914,TR-BANDERA CREEK,TCEQ,-1,-1
TWO BUTTES,CO00759-3017,Sand boils developed during construction near downstream toe of dam.,-1,-1,CO00759,TWO BUTTE CREEK,DWR,CO DWR,-1
TWO BUTTES,CO00759-2094,Due to heavy rainfall reservoir went from dry 55 feet above the outlet between 8-1 & 8-8.  There was concern that the spillway could flow and potentially the dam could overtop due to a spillway not meeting the Rules.,-1,"Since the design event has a low probability of occurrence, allowances were made to the owner to temporarily store over the restricted storage level.  Activated EAP at a Level 1, unusual condition level; Communication with Emergency Managers, and increased surveillance of the dam on a daily basis is required and being performed by the owner's staff.",CO00759,TWO BUTTE CREEK,DWR,-1,-1
TYCOON LAKE DAM,OH00283-3378,Slide on the downstream slope. The slide was later repaired.,-1,-1,OH00283,TRIBUTARY TO RACCOON CREEK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
TYLER STATE PARK,TX00000-216,-1,-1,"Faulty Construction.  Lake emptied, sending water across a vast area. No injuries, one home damaged. Officials at the time determined the dam failed due to a large drain being placed in the middle of the dam. The dam was replaced. In 2009, the dam needs costly repairs again de",TX00000,-1,-1,-1,-1
TYRON TAILINGS DAM NO. 3,NM00000-140,-1,-1,2.5 million cu yds tailings spilt into Mangas Creek.,NM00000,-1,-1,-1,-1
ULMERS POND DAM,SC00065-2634,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00065,TR-MILL CK,SCDHEC,SC DHEC Website,-1
UNAUTHORIZED DAM,WI00000-180,-1,-1,-1,WI00000,-1,-1,-1,-1
UNION MILL LAKE DAM,NJ00971-1185,Sinkhole developed along outlet culvert,Irene,-1,NJ00971,BARTON RUN-TR,NJDEP,-1,-1
UNITED NUCLEAR CORP,NM00000-138,-1,-1,Precise date unknown. Uranium tailings - 93 million gallons of liquid contaminated with low-level radiation & ~ 1100 T of solid waste  spread ~ 100 miles downstream. UNC shut down operations April 1982.,NM00000,-1,-1,-1,-1
UNKNOWN,VT00000-177,-1,-1,Failure of earth embankment/timber crib spillway dam due to overtopping during flash flood.,VT00000,-1,-1,-1,-1
UNKNOWN,MS00000-1862,FAILURE AROUND CONDUIT. EXACT CAUSE UNKNOWN,-1,TRASH DEPOSITED DOWNSTREAM.  APPEARS DAM OWNER BUILT DAM TO COVER UP UNAUTHORIZED DUMPING,MS00000,-1,MDEQ,-1,-1
UNNAMED,TN00000-107,-1,-1,-1,TN00000,-1,-1,-1,-1
UNNAMED,NC00000-117,-1,-1,-1,NC00000,-1,-1,-1,-1
UNNAMED,WV00000-119,-1,-1,Fatalities: 60 - 60-75  from flood (unknown if related to failure),WV00000,-1,-1,-1,-1
UNNAMED,WV00000-120,-1,-1,Fatalities: 60 - 60-75  from flood (unknown if related to failure),WV00000,-1,-1,-1,-1
UNNAMED,WV00000-121,-1,-1,Fatalities: 44 - 44-60  from flood (unknown if related to failure),WV00000,-1,-1,-1,-1
UPPER BEAVER SUBWATERSHED SITE M-1,IA00717-3358,Clogged spillway inlet and high auxiliary spillway flows resulted in significant erosion of the auxiliary spillway channel.,-1,-1,IA00717,TR-BEAVER CREEK,IOWA DNR,IA Dam Safety,-1
UPPER BRUSHY CREEK WS SCS SITE 22 DAM,TX01323-2707,SLIDES,-1,-1,TX01323,TR-BRUSHY CREEK,TCEQ,TX DEQ,-1
UPPER BRUSHY CREEK WS SCS SITE 25 DAM,TX01339-3286,SLIDE ON DOWNSTREAM SLOPE,-1,-1,TX01339,LITTLE MUSTANG CREEK,TCEQ,TCEQ,-1
UPPER CANDOR DAM,NY00938-1282,Seepage/ piping in dam foundation seems to have increased and dam may have settled.,Irene,-1,NY00938,CATATONK CREEK,NYS DEC,-1,-1
UPPER GATES RESERVOIR DAM,CO00000-2133,"reported by owner, severe headcutting in spillway - Colorado Flooding of 9-13",-1,-1,CO00000,-1,-1,-1,-1
UPPER HIGHLINE,CO00831-2095,Hydraulically operated valve became bound and could not be closed.  An uncontrolled release of about 200 cfs occurred continuously until some emergency actions were initiated  to slow the release.,-1,Divers accessed the valve and made necessary adjustments to close it.,CO00831,MACK WASH-TR,DWR,-1,-1
UPPER KITTANNING,PA00530-3178,OVERTOPPING ERODED DOWNSTREAM SLOPE.  GULLEYS FORMED UP TO 10-FT DEEP.,-1,WATER IMPOUNDED UPSTREAM BY SAW MILL RUBBISH MAY HAVE SUDDENLY RELEASED.,PA00530,BURGOON RUN,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
UPPER PEOGA LAKE,IN00000-146,-1,-1,precise date unknown. The embankment overtopped during a significant rainfall event in June and the downstream slope failed resulting in a major emergency response and lowering of the pool level.,IN00000,-1,-1,-1,-1
UPPER SALT CREEK 18-9,NE00528-3031,Corrugated metal pipe conduit failed due to corrosion.  Failure of the conduit led to internal erosion of the dam.,-1,"$150,000 to rebuild dam/road",NE00528,TR-S BR SALT CREEK,NE DNR,NeDNR,-1
UPPER SHAKER LAKE DAM,OH00353-3269,Sinkhole next to the spillway found during periodic inspection.,-1,-1,OH00353,DOAN BROOK,DEPARTMENT OF NATURAL RESOURCES,-1,-1
UPPER SHAKER LAKE DAM,OH00353-3383,"Ongoing incident, additional movement of downstream wall along the crest and settlement of sidewalk on the crest. Most likely due to lose of fill material about masonry spillway conduit. Lake is now completely drained and waiting to be repaired.",-1,-1,OH00353,DOAN BROOK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
UPPER SHAKER LAKE DAM,OH00353-3452,Sinkhole over principal spillway,-1,-1,OH00353,DOAN BROOK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
UPPER WARWICK DAM,NY00063-1292,dam was experiencing high flows and there was evidence that the dam had overtopped.  Hurricane Irene.,Irene,-1,NY00063,TR-WAWAYANDA CREEK,NYS DEC,-1,-1
UTE CREEK,CO01366-2096,Unexpected seepage from dam.,-1,Advised owner on surveillance and monitoring and to lower reservoir if conditions worsen.,CO01366,UTE CREEK,DWR,-1,-1
UTICA RESERVOIR,NY00000-108,-1,-1,-1,NY00000,-1,-1,-1,-1
VAN BUREN LAKE DAM,OH00450-3382,Slide in the right downstream abutment. Repair plans are drafted.,-1,-1,OH00450,ROCKY FORD CREEK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
VAN LAKE DAM,TX00304-2869,DOWNSTREAM SLOPE SLIDE,-1,-1,TX00304,TR-VILLAGE CREEK,TCEQ,-1,-1
VAUX DAMS,MT00000-195,-1,-1,Fatalities:  - Foell family,MT00000,-1,-1,-1,-1
VICKERY LAKE DAM,TX07292-2716,"OVERTOPPING, DID NOT BREACH",-1,-1,TX07292,UNTR-LAKE FORK CREEK,TCEQ,TX DEQ,-1
VICTOR BRAUNIG DAM,TX01432-2825,CRACKS AND SLIDES,-1,-1,TX01432,ARROYO SECO,TCEQ,TX DEQ,-1
VIELE LAKE,CO00257-2069,spillway flows (report of dam failing) - Colorado Flooding of 9-13,-1,-1,CO00257,SOUTH BOULDER CREEK-TR,DWR,-1,-1
VILAS POOL DAM,NH00009-3439,Left abutment wall overtopped during excess rainfall event and flowed down state road. Down slope flood waters re-entered the downstream channel and eroded the roadway and bank.,-1,"NH Route 123A flooded, undermined, and collapsed. NHDOT is working to repair road and with the Town (owner) potential solutions to prevent  overtopping of the abutment wall in the future.",NH00009,COLD RIVER,NHDES DAM BUREAU,NHDES DAM BUREAU,-1
VISCHER FERRY,NY00170-1311,High water and seepage observed on earthen embankment.  Hurricane Irene,Irene,-1,NY00170,MOHAWK RIVER,NYS DEC,-1,-1
Volvo Hagerstown Swm,MD00581-3433,"Undersized spillway, partially plugged, resulted in minor overtopping and emergency response",Hurricane Ida,-1,MD00581,Antietam Creek-TR,MD Dam Safety,MD Dam Safety,-1
VONASEK DAM 1835,NE01835-3370,Rain on snow resulted in flood that overtopped the dam.,Winter Storm Ulmer,Unapproved Dam. Road on dam crest closed while dam was rebuilt,NE01835,TR-VERDIGRE CREEK,NE DNR,NE Dam Safety,-1
WACO LAKE,TX00016-2832,SLIDING,-1,-1,TX00016,BOSQUE RIVER,N,TX DEQ,-1
WAGON HOUND,WY00723-3351,Rain on snowmelt event caused overtopping and eventually erosion of the dam embankment.,-1,County road closed but not damaged.,WY00723,WAGON HOUND CREEK,SEO,WY Dam Safety,-1
WAGON WHEEL LAKE DAM,OH01268-3065,Overtopping cause some erosion on the downstream slope.,-1,-1,OH01268,CLOVERLICK CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
WALDEN PLACE POND,SC00073-2636,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00073,SPEARS CK,SCDHEC,SC DHEC Website,-1
WALKER CREEK DAM #1,MI00411-1327,"Stoplogs failed and drained the impoundment.  Also, there was a sinkhole developing on the upstream slope in the vicinity of the CMP pipe riser.",-1,-1,MI00411,WALKER CREEK,Michigan DEQ,-1,Y
WALKER DAM,FL00147-2848,-1,-1,Failed during Hurricane Irma,FL00147,PIGEON CREEK,-1,-1,-1
WALNUT GROVE,AZ00000-103,-1,-1,"Destroyed town of Seymour (pop: <10); huge economic losses in Wickenburg; washed out new 25-high diversion dam 12 miles downstream.  Inadequate spillway that was able to pass only about 4% of the flood flow at the time of failure; spillway terminated a.  Jim Liggett, Cornell University http://roadrunnergold.com/PDF_Files/2006%20Newsletters/2006July-a_web.pdf  Fatalities:  - Unknown; most likely +/- 70, although published estimates range from 10-150",AZ00000,HASSAYAMPA,-1,-1,-1
WALTER DAM,NE00287-3368,Heavy rain produced flooding that overtopped the dam.,-1,Minor damage to downstream agricultural field.,NE00287,TR-TURKEY CREEK,NE DNR,NE Dam Safety,-1
WALTONVILLE LAKE DAM,IL00169-1081,Water flowing from embankment at downstream toe.  Initial flow crossed state highway. Under Investigation/Animal Activity,-1,-1,IL00169,TRIB BUCK CREEK,IDNR,-1,Y
WANAPUM,WA00085-2000,An engineer noticed a slight irregular bowing above the spillway gates Divers found a 2-inch-wide crack that stretched for 65 feet along the base of one of the dam's spillway piers.,-1,Grant County authorities have activated an emergency-response plan. Officials said there is no threat to the public from the crack. The owner lowered water levels a total of 20 feet. After the lowering the crack closed and the monolith moved 1.75 inches back upstream,WA00085,COLUMBIA RIVER,Federal Energy Regulatory Com,-1,-1
WAPPINGERS FALLS,NY00003-1314,"EAP activated on 8/28 due to high flows, penstock damage.  Hurricane Irene",Irene,-1,NY00003,WAPPINGER CREEK,NYS DEC,-1,-1
WARDS PASTURE POND DAM,SC01918-3053,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC01918,-1,SCDHEC,SC DHEC,-1
WARZYN,WI00970-3502,Impounded water flowed through corroded joint at riser/outlet interface.,-1,-1,WI00970,URNUS CREEK,WIDNR,WIDNR,-1
WASHOE LAKE DAM,NV10472-3248,An earth pipe formed under the masonary structure which released up to 80 cfs during the incident.  The pipe was plugged with underwater grout and an upstream filter.,-1,"Other Infrastructure Impacts - Road, downstream dam",NV10472,STEAMBOAT CREEK,NEVADA DWR,NV DWR,-1
WATERFORD POND DAM,IA00914-3243,The corrugated metal pipe spillway deteriorated leading to a 15 foot by 10 foot sinkhole on the backside of the dam.,-1,-1,IA00914,TR-BEAVER CREEK,IOWA DNR,IA DNR,-1
WATERFORD POND DAM,IA00914-3359,The corrugated metal pipe spillway deteriorated leading to a 15 foot by 10 foot sinkhole on the backside of the dam.,-1,-1,IA00914,TR-BEAVER CREEK,IOWA DNR,IA Dam Safety,-1
WATERLOO COAL COMPANY DAM,OH01823-3537,Entire CMP slant pipe spillway failed due to poor condition and was also clogged with debis.,-1,-1,OH01823,TRIBUTARY TO SYMMES CREEK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
WATERVILLE RESERVOIR DAM #2,NY12268-3364,Record runoff and stream flows from the upstream drainage basin blocked the spillway channel. High stream flows and scour velocities eroded away the deteriorated but functional concrete lined spillway channel and transported debris. This blockage re-routed the stream flow into right basin of NY12268. This basin filled to capacity and overtopped the dividing wall basins. Left Basin (No. 1) filled to capacity and then overtopped the embankment. The high water flow and velocity eroded a section of the earth and stone lined core wall at the location of a water main penetration.,-1,incident report by Village's consulting engineer,NY12268,TR-BIG CREEK,NYS DEC,NY Dam Safety,-1
WAUPEE DAM,WI00673-3500,Heavy rains during construction project contributed to issue.,-1,-1,WI00673,WAUPEE CREEK,WIDNR,WIDNR,-1
WAXHOMA,OK10731-3494,Spillway chute constructed on fill undermined. Spillway chute collapsed on upstream side,-1,"Water supply affected, economic damages limited to dam itself",OK10731,TR-DOG THRESHER CR,OWRB,OWRB,-1
